Code,Field,Value,Signals,Reasons
gnd:4815151-8,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4818897-9,Related Subjects,Komplexitätstheorie,1,umlaut/ß
gnd:4824159-3,Related Subjects,Schriftzeichen,1,suffix_patterns
gnd:4824159-3,Related Subjects,Codierung,1,suffix_patterns
gnd:4825817-9,Related Subjects,Computersicherheit,1,suffix_patterns
gnd:4830755-5,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4832365-2,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4843420-6,Definition,"Computer programs that adopt the robustness, adaptability and creativity of real social systems (Gesellschaft für Informatik)",3,umlaut/ß;common_words:für;suffix_patterns
gnd:7515821-8,Related Subjects,Computerkriminalität,1,umlaut/ß
gnd:7518179-4,Related Subjects,Computersicherheit,1,suffix_patterns
gnd:7539699-3,Related Subjects,Sicherheit,1,suffix_patterns
gnd:7545389-7,Related Subjects,Datenverarbeitung,1,suffix_patterns
gnd:7550143-0,Related Subjects,Computerunterstützte Kommunikation,1,umlaut/ß
gnd:7558293-4,Related Subjects,Programmierung,1,suffix_patterns
gnd:7562931-8,Related Subjects,Datensicherung,1,suffix_patterns
gnd:7562931-8,Related Subjects,Computersicherheit,1,suffix_patterns
gnd:7586415-0,Related Subjects,Visualisierung,1,suffix_patterns
gnd:7593606-9,Related Subjects,Nichtflüchtiger Speicher,1,umlaut/ß
gnd:7616015-4,Related Subjects,Codierung,1,suffix_patterns
gnd:7692229-7,Related Subjects,Systementwicklung,1,suffix_patterns
gnd:7719527-9,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:7730652-1,Related Subjects,Forschung,1,suffix_patterns
gnd:1041654324,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:1076175724,Related Subjects,Datenübertragung,2,umlaut/ß;suffix_patterns
gnd:1133086942,Related Subjects,Agile Softwareentwicklung,1,suffix_patterns
gnd:1155502108,Related Subjects,Künstliche Intelligenz,1,umlaut/ß
gnd:1164034995,Related Subjects,Schriftzeichen,1,suffix_patterns
gnd:1176227475,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:1197084231,Related Subjects,Wissenschaft,1,suffix_patterns
gnd:1213471362,Related Subjects,"Erweiterte Realität,Informatik",1,umlaut/ß
gnd:1241053839,Related Subjects,Modellierung,1,suffix_patterns
gnd:1241053839,Related Subjects,Künstliche Intelligenz,1,umlaut/ß
gnd:1241153396,Related Subjects,Wissensrepräsentation,1,umlaut/ß
gnd:126084787X,Related Subjects,Virtuelle Realität,1,umlaut/ß
gnd:126084787X,Related Subjects,"Erweiterte Realität,Informatik",1,umlaut/ß
gnd:1271364182,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:1298858054,Related Subjects,Datenverarbeitung,1,suffix_patterns
gnd:4197071-8,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4212293-4,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4212294-6,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4223164-4,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4246124-8,Related Subjects,Raumordnung,1,suffix_patterns
gnd:4255954-6,Related Subjects,Dateiverwaltung,1,suffix_patterns
gnd:4263191-9,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4264731-9,Related Subjects,Datenverwaltung,1,suffix_patterns
gnd:4270801-1,Related Subjects,Natürliche Sprache,1,umlaut/ß
gnd:4278796-8,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4278796-8,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4290421-3,Related Subjects,Bewertung,1,suffix_patterns
gnd:4290448-1,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4292906-4,Related Subjects,Benutzerführung,2,umlaut/ß;suffix_patterns
gnd:4298874-3,Related Subjects,Datenübertragung,2,umlaut/ß;suffix_patterns
gnd:4303447-0,Related Subjects,Berechnung,1,suffix_patterns
gnd:4312421-5,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4313234-0,Related Subjects,Bürocomputer,1,umlaut/ß
gnd:4313878-0,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4324291-1,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4339312-3,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4340743-2,Related Subjects,Sicherheit,1,suffix_patterns
gnd:4343605-5,Related Subjects,Künstliche Intelligenz,1,umlaut/ß
gnd:4343960-3,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4345861-0,Related Subjects,Maßnahme,1,umlaut/ß
gnd:4348732-4,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:4350864-9,Related Subjects,Emissionsverringerung,1,suffix_patterns
gnd:4350947-2,Name,Tübingen database of conflicts in East-West relations,1,umlaut/ß
gnd:4353301-2,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4356125-1,Related Subjects,Datensicherung,1,suffix_patterns
gnd:4358027-0,Related Subjects,Berechnung,1,suffix_patterns
gnd:4359115-2,Related Subjects,Berechnung,1,suffix_patterns
gnd:4361782-7,Related Subjects,Ausleihverbuchung,1,suffix_patterns
gnd:4362340-2,Name,Gödel programming language,1,umlaut/ß
gnd:4368074-4,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4368739-8,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4368809-3,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4375069-2,Related Subjects,Tourenplanung,1,suffix_patterns
gnd:4381433-5,Related Subjects,Berechnung,1,suffix_patterns
gnd:4382024-4,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4387962-7,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4392936-9,Related Subjects,Strömungsmechanik,1,umlaut/ß
gnd:4392995-3,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4395844-8,Related Subjects,Netzwerkverwaltung,1,suffix_patterns
gnd:4398184-7,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4403598-6,Related Subjects,Abrechnung,1,suffix_patterns
gnd:4404010-6,Related Subjects,Berechnung,1,suffix_patterns
gnd:4405369-1,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4406271-0,Related Subjects,Katalogisierung,1,suffix_patterns
gnd:4409157-6,Related Subjects,Visualisierung,1,suffix_patterns
gnd:4415017-9,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4415456-2,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4429787-7,Related Subjects,Portabilität,1,umlaut/ß
gnd:4431391-3,Related Subjects,Entwicklung,1,suffix_patterns
gnd:4431392-5,Related Subjects,Entwicklung,1,suffix_patterns
gnd:4434807-1,Related Subjects,Speicherverwaltung,1,suffix_patterns
gnd:4435212-8,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4436424-6,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4440882-1,Related Subjects,Paläontologie,1,umlaut/ß
gnd:4445363-2,Related Subjects,Landwirtschaft,1,suffix_patterns
gnd:4447248-1,Related Subjects,Terminplanung,1,suffix_patterns
gnd:4447374-6,Definition,Standard zur Schriftzeichencodierung,2,common_words:zur;suffix_patterns
gnd:4447374-6,Related Subjects,Schriftzeichen,1,suffix_patterns
gnd:4447374-6,Related Subjects,Codierung,1,suffix_patterns
gnd:4451222-3,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4451222-3,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4452730-5,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4456590-2,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4460519-5,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4468145-8,Related Subjects,Computerunterstützte Kommunikation,1,umlaut/ß
gnd:4469781-8,Related Subjects,Modellierung,1,suffix_patterns
gnd:4469781-8,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4469990-6,Related Subjects,Berechnung,1,suffix_patterns
gnd:4474725-1,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:4482478-6,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4482489-0,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4486522-3,Related Subjects,Großrechner,1,umlaut/ß
gnd:4488632-9,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4490609-2,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4490610-9,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4491694-2,Related Subjects,Öffentlicher Personennahverkehr,1,umlaut/ß
gnd:4493115-3,Related Subjects,Entwicklung,1,suffix_patterns
gnd:4493915-2,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4495216-8,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4510845-6,Related Subjects,Großrechner,1,umlaut/ß
gnd:4510848-1,Related Subjects,Großrechner,1,umlaut/ß
gnd:4518031-3,Related Subjects,Energieversorgung,1,suffix_patterns
gnd:4518807-5,Definition,Programm vor allem zur Datenbankentwicklung,2,common_words:zur;suffix_patterns
gnd:4518807-5,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4519867-6,Related Subjects,Nachhaltigkeit,1,suffix_patterns
gnd:4534900-9,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4536077-7,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4536475-8,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4537201-9,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4538167-7,Related Subjects,Wohnung,1,suffix_patterns
gnd:4538926-3,Related Subjects,Modellierung,1,suffix_patterns
gnd:4538926-3,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4539401-5,Related Subjects,Dateiverwaltung,1,suffix_patterns
gnd:4539675-9,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4541296-0,Related Subjects,Wohnung,1,suffix_patterns
gnd:4541296-0,Related Subjects,Gartengestaltung,1,suffix_patterns
gnd:4544718-4,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4549036-3,Related Subjects,Visualisierung,1,suffix_patterns
gnd:4549661-4,Related Subjects,Elektronische Schaltung,1,suffix_patterns
gnd:4551800-2,Related Subjects,Gartengestaltung,1,suffix_patterns
gnd:4561081-2,Related Subjects,Bauplanung,1,suffix_patterns
gnd:4561081-2,Related Subjects,Wohnung,1,suffix_patterns
gnd:4562073-8,Definition,"Sprache und Notation zur Spezifikation, Konstruktion, Visualisierung und Dokumentation von Modellen für Softwaresystem (B. Oestereich)",3,"umlaut/ß;common_words:für,und,von,zur;suffix_patterns"
gnd:4562073-8,Related Subjects,Modellierung,1,suffix_patterns
gnd:4562073-8,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4563034-3,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4577855-3,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4582524-5,Related Subjects,Berechnung,1,suffix_patterns
gnd:4588899-1,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4599158-3,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4604270-2,Related Subjects,Dateiverwaltung,1,suffix_patterns
gnd:4606284-1,Definition,Format zur Portierung von Dokumenten (Dateien),2,"common_words:von,zur;suffix_patterns"
gnd:4609145-2,Related Subjects,Ökologie,1,umlaut/ß
gnd:4621876-2,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4631824-0,Related Subjects,Transaktionsverarbeitung,1,suffix_patterns
gnd:4632944-4,Related Subjects,Computerunterstützte Kommunikation,1,umlaut/ß
gnd:4635990-4,Related Subjects,Berechnung,1,suffix_patterns
gnd:4637990-3,Related Subjects,Modellierung,1,suffix_patterns
gnd:4637990-3,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4640119-2,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4645622-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4645646-6,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4646124-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4646236-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4648816-9,Related Subjects,Parallelverarbeitung,1,suffix_patterns
gnd:4650194-0,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4651094-1,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4651095-3,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4651527-6,Definition,Format zur Portierung von Dokumenten (Dateien),2,"common_words:von,zur;suffix_patterns"
gnd:4651530-6,Related Subjects,Datenübertragung,2,umlaut/ß;suffix_patterns
gnd:4651870-8,Related Subjects,Maschinelle Übersetzung,2,umlaut/ß;suffix_patterns
gnd:4653841-0,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4659178-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4664907-4,Definition,"Softwaresammlung, die das Überwachen, Authentifizieren und Protokollieren innerhalb von an das Internet angeschlossenen Netzwerken erlaubt",3,"umlaut/ß;common_words:an,das,die,und,von;suffix_patterns"
gnd:4670818-2,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4674578-6,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:4678758-6,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4682221-5,Definition,Graphische Entwicklungsumgebung für Linux-Anwendungen RAD-Tool für Linux,3,umlaut/ß;common_words:für;suffix_patterns
gnd:4682221-5,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4711758-8,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4712573-1,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4714568-7,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4718475-9,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4723820-3,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4723939-6,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4726689-2,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4728170-4,Related Subjects,Videobearbeitung,1,suffix_patterns
gnd:4731453-9,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4739475-4,Related Subjects,Entscheidung,1,suffix_patterns
gnd:4740562-4,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4744965-2,Related Subjects,Computersicherheit,1,suffix_patterns
gnd:4744965-2,Related Subjects,Datensicherung,1,suffix_patterns
gnd:4752580-0,Related Subjects,Datensicherung,1,suffix_patterns
gnd:4760459-1,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4760852-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4763415-7,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:4764594-5,Related Subjects,Codegenerierung,1,suffix_patterns
gnd:4768065-9,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4768859-2,Related Subjects,Großrechner,1,umlaut/ß
gnd:4779017-9,Definition,Eclipse ist eine Open Source Entwicklungsumgebung für Java und weitere Sprachen,3,"umlaut/ß;common_words:eine,für,und;suffix_patterns"
gnd:4779017-9,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4779484-7,Definition,"iTunes ist ein kostenloses Computerprogramm der Firma Apple zum Abspielen, Organisieren und Kaufen von Musik. iTunes läuft unter den Betriebssystemen Mac OS X, Windows 2000 oder Windows XP.",2,"umlaut/ß;common_words:den,der,ein,oder,und"
gnd:4780496-8,Definition,Eclipse ist eine Open Source Entwicklungsumgebung für Java und weitere Sprachen,3,"umlaut/ß;common_words:eine,für,und;suffix_patterns"
gnd:4780496-8,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4780730-1,Related Subjects,Benutzeroberfläche,1,umlaut/ß
gnd:4780929-2,Related Subjects,Systemverwaltung,1,suffix_patterns
gnd:4781428-7,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:4788950-0,Related Subjects,Maschinelle Übersetzung,2,umlaut/ß;suffix_patterns
gnd:4789161-0,Related Subjects,Versionsverwaltung,1,suffix_patterns
gnd:4793378-1,Related Subjects,Versionsverwaltung,1,suffix_patterns
gnd:4799430-7,Related Subjects,Videobearbeitung,1,suffix_patterns
gnd:4800444-3,Related Subjects,Netzwerkverwaltung,1,suffix_patterns
gnd:4802162-3,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4802781-9,Related Subjects,Systementwicklung,1,suffix_patterns
gnd:4802781-9,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:4802781-9,Related Subjects,Sicherheit,1,suffix_patterns
gnd:4805010-6,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:4805952-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4807676-4,Related Subjects,Gedruckte Schaltung,1,suffix_patterns
gnd:4812913-6,Related Subjects,Parallelverarbeitung,1,suffix_patterns
gnd:4818047-6,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4820915-6,Related Subjects,Datenbankverwaltung,1,suffix_patterns
gnd:4827220-6,Related Subjects,Videobearbeitung,1,suffix_patterns
gnd:4828412-9,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4831325-7,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4831599-0,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:4835195-7,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4835291-3,Related Subjects,Datenverwaltung,1,suffix_patterns
gnd:4835539-2,Related Subjects,Übersetzungsspeicher,1,umlaut/ß
gnd:4835539-2,Related Subjects,Computerunterstützte Übersetzung,2,umlaut/ß;suffix_patterns
gnd:4835914-2,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:4836836-2,Definition,"iTunes ist ein kostenloses Computerprogramm der Firma Apple zum Abspielen, Organisieren und Kaufen von Musik. iTunes läuft unter den Betriebssystemen Mac OS X, Windows 2000 oder Windows XP.",2,"umlaut/ß;common_words:den,der,ein,oder,und"
gnd:4837844-6,Related Subjects,Datenverwaltung,1,suffix_patterns
gnd:4841025-1,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:4845679-2,Definition,Eclipse ist eine Open Source Entwicklungsumgebung für Java und weitere Sprachen,3,"umlaut/ß;common_words:eine,für,und;suffix_patterns"
gnd:4845679-2,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:4875813-9,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:4997700-3,Definition,"iTunes ist ein kostenloses Computerprogramm der Firma Apple zum Abspielen, Organisieren und Kaufen von Musik. iTunes läuft unter den Betriebssystemen Mac OS X, Windows 2000 oder Windows XP.",2,"umlaut/ß;common_words:den,der,ein,oder,und"
gnd:7515401-8,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7516630-6,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7516633-1,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7522231-0,Definition,"Computer game series, mainly consisting of computer role-playing games; there are also 2 novels (Greg Keyes: Die Höllenstadt, Der Seelenlord)",2,"umlaut/ß;common_words:der,die"
gnd:7524295-3,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7524595-4,Related Subjects,Programmierung,1,suffix_patterns
gnd:7530588-4,Related Subjects,Videobearbeitung,1,suffix_patterns
gnd:7531433-2,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7531641-9,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7537632-5,Related Subjects,Modellierung,1,suffix_patterns
gnd:7537632-5,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:7538284-2,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:7544019-2,Related Subjects,Modellierung,1,suffix_patterns
gnd:7544058-1,Definition,Implementierung eines Applikation-Servers nach dem J2EE-Standard,2,"common_words:dem,nach;suffix_patterns"
gnd:7545801-9,Definition,Von Computing Technology Industry Association angebotene Spezialisierung,2,common_words:von;suffix_patterns
gnd:7545801-9,Related Subjects,Computersicherheit,1,suffix_patterns
gnd:7547165-6,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:7547690-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7548351-8,Definition,Eclipse ist eine Open Source Entwicklungsumgebung für Java und weitere Sprachen,3,"umlaut/ß;common_words:eine,für,und;suffix_patterns"
gnd:7548351-8,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7551149-6,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:7552970-1,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7553426-5,Related Subjects,Modellierung,1,suffix_patterns
gnd:7558144-9,Definition,"iTunes ist ein kostenloses Computerprogramm der Firma Apple zum Abspielen, Organisieren und Kaufen von Musik. iTunes läuft unter den Betriebssystemen Mac OS X, Windows 2000 oder Windows XP.",2,"umlaut/ß;common_words:den,der,ein,oder,und"
gnd:7560671-9,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7560706-2,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:7561424-8,Related Subjects,Virtuelle Realität,1,umlaut/ß
gnd:7562632-9,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:7562738-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7567139-6,Related Subjects,Virtualisierung,1,suffix_patterns
gnd:7569130-9,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:7570566-7,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:7572322-0,Definition,Software für Videoeffekte,2,umlaut/ß;common_words:für
gnd:7580371-9,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7583626-9,Definition,Eclipse ist eine Open Source Entwicklungsumgebung für Java und weitere Sprachen,3,"umlaut/ß;common_words:eine,für,und;suffix_patterns"
gnd:7583626-9,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7585776-5,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7597841-6,Related Subjects,Videobearbeitung,1,suffix_patterns
gnd:7598209-2,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7604038-0,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7607039-6,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7610941-0,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7629239-3,Definition,Eclipse ist eine Open Source Entwicklungsumgebung für Java und weitere Sprachen,3,"umlaut/ß;common_words:eine,für,und;suffix_patterns"
gnd:7629239-3,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7635475-1,Related Subjects,Mobiles Endgerät,1,umlaut/ß
gnd:7635825-2,Related Subjects,Softwareentwicklung,1,suffix_patterns
gnd:7657776-4,Related Subjects,Videobearbeitung,1,suffix_patterns
gnd:7661669-1,Related Subjects,Programmierumgebung,1,suffix_patterns
gnd:7691037-4,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:7692989-9,Related Subjects,Anonymisierung,1,suffix_patterns
gnd:7699385-1,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:7699561-6,Related Subjects,Bildverarbeitung,1,suffix_patterns
gnd:7711910-1,Definition,Implementierung eines Applikation-Servers nach dem J2EE-Standard,2,"common_words:dem,nach;suffix_patterns"
gnd:7719528-0,Related Subjects,Softwareproduktionsumgebung,1,suffix_patterns
gnd:7719529-2,Related Subjects,Visualisierung,1,suffix_patterns
gnd:7719529-2,Related Subjects,Graphische Benutzeroberfläche,1,umlaut/ß
gnd:7728035-0,Definition,Software für mobile Computer,2,umlaut/ß;common_words:für
gnd:7728035-0,Related Subjects,Mobiles Endgerät,1,umlaut/ß
gnd:7728925-0,Related Subjects,Mobiles Endgerät,1,umlaut/ß
gnd:7731499-2,Definition,"""GAnzheitliche BEwältigung von Komplexität""; an PC-supported procedure for the analysis, processing and presentation of normal language texts. Developed by Prof. Dr. Josef Zelger, University of Innsbruck. 1990 GABEK method presented to the public for the first time. Further development by the GABEK Society. The WinRelan software plays an important role in the evaluation of this qualitative research method.",3,"umlaut/ß;common_words:an,von;suffix_patterns"
gnd:7757645-7,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:7759942-1,Related Subjects,Validierung,1,suffix_patterns
gnd:7840742-4,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:7858090-0,Definition,Programm zur Bauteil-Berechnung,2,common_words:zur;suffix_patterns
gnd:7858090-0,Related Subjects,Berechnung,1,suffix_patterns
gnd:7860517-9,Related Subjects,Parallelisierung,1,suffix_patterns
gnd:7860909-4,Related Subjects,Virtualisierung,1,suffix_patterns
gnd:7864017-9,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:1022154931,Definition,Software für Grafikanimation u. Videoeffekte,2,umlaut/ß;common_words:für
gnd:102247104X,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:1022823469,Related Subjects,Modellierung,1,suffix_patterns
gnd:1022823469,Related Subjects,Objektorientierung,1,suffix_patterns
gnd:102405196X,Alternate Name,"Münster Organizational Units, Roles and Identities Center",1,umlaut/ß
gnd:1025144627,Related Subjects,Medienwissenschaft,1,suffix_patterns
gnd:1025443233,Definition,LibreOffice ist eine im September 2010 aus dem Office-Paket OpenOffice.org hervorgegangene Abspaltung und wird seither unabhängig weiterentwickelt.,3,"umlaut/ß;common_words:aus,dem,eine,im,und;suffix_patterns"
gnd:1025443233,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:1027190863,Related Subjects,Präsentationsgrafik,1,umlaut/ß
gnd:102862686X,Related Subjects,Datensicherung,1,suffix_patterns
gnd:102862686X,Related Subjects,Netzwerkverwaltung,1,suffix_patterns
gnd:1035267802,Definition,LibreOffice ist eine im September 2010 aus dem Office-Paket OpenOffice.org hervorgegangene Abspaltung und wird seither unabhängig weiterentwickelt.,3,"umlaut/ß;common_words:aus,dem,eine,im,und;suffix_patterns"
gnd:1035267802,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:1035495228,Definition,LibreOffice ist eine im September 2010 aus dem Office-Paket OpenOffice.org hervorgegangene Abspaltung und wird seither unabhängig weiterentwickelt.,3,"umlaut/ß;common_words:aus,dem,eine,im,und;suffix_patterns"
gnd:1035495228,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:1043241000,Related Subjects,Visualisierung,1,suffix_patterns
gnd:1060766558,Related Subjects,Großrechner,1,umlaut/ß
gnd:1060766558,Related Subjects,Von Neumann architecture,1,common_words:von
gnd:1062940911,Related Subjects,Büroarbeit,1,umlaut/ß
gnd:106546505X,Related Subjects,Speicherprogrammierte Steuerung,1,suffix_patterns
gnd:1068185589,Related Subjects,Textverarbeitung,1,suffix_patterns
gnd:1069559091,Name,AN/FSQ-7,1,common_words:an
gnd:1069559091,Alternate Name,AN/FSQ-7 Combat Direction Central,1,common_words:an
gnd:1069559091,Related Subjects,Großrechner,1,umlaut/ß
gnd:1072388057,Related Subjects,Mobiles Endgerät,1,umlaut/ß
gnd:108224306X,Related Subjects,Systemverwaltung,1,suffix_patterns
gnd:109819411X,Related Subjects,Bewertung,1,suffix_patterns
gnd:1098575245,Related Subjects,Computerunterstützte Kommunikation,1,umlaut/ß
gnd:1103577336,Related Subjects,Konfigurationsverwaltung,1,suffix_patterns
gnd:1118765370,Related Subjects,Modellierung,1,suffix_patterns
gnd:1125978422,Related Subjects,Mobiles Endgerät,1,umlaut/ß
gnd:1128250675,Related Subjects,Maschinelle Übersetzung,2,umlaut/ß;suffix_patterns
